963.0,-1000.0
993.0,-1000.0
1023.0,142.0
1053.0,142.0
1083.0,0.0
1113.0,0.0
1143.0,0.0
1173.0,0.0
1203.0,0.0
1233.0,0.0
1263.0,0.0
1293.0,0.0
1323.0,0.0
1353.0,0.0
1383.0,0.0
1413.0,0.0
1443.0,0.0
1473.0,0.0
1503.0,0.0
1533.0,0.0
1563.0,0.0
1593.0,0.0
1623.0,0.0
1653.0,0.0
1683.0,0.0
1713.0,0.0
1743.0,0.0
1773.0,0.0
1803.0,0.0
1833.0,0.0
1863.0,0.0
1893.0,0.0
1923.0,0.0
1953.0,0.0
1983.0,0.0
2013.0,0.0
2043.0,0.0
2073.0,0.0
2103.0,0.0
2133.0,0.0
2163.0,1000.0
2193.0,0.0
2223.0,1000.0
2253.0,-142.0
2283.0,285.0
2313.0,428.0
2343.0,571.0
2373.0,-1000.0
2403.0,1000.0
2433.0,1000.0
2463.0,-1000.0
2493.0,-1000.0
2523.0,142.0
2553.0,142.0
2583.0,0.0
2613.0,0.0
2643.0,142.0
2673.0,-1000.0
2703.0,1000.0
2733.0,1000.0
2763.0,-285.0
2793.0,-285.0
2823.0,-142.0
2853.0,285.0
2883.0,-1000.0
2913.0,1000.0
2943.0,-1000.0
2973.0,-320.0
3003.0,1000.0
3033.0,0.0
3063.0,571.0
3093.0,1000.0
3123.0,1000.0
3153.0,0.0
3183.0,-1000.0
3213.0,1000.0
3243.0,857.0
3273.0,0.0
3303.0,-1000.0
3333.0,-1000.0
3363.0,-1000.0
3393.0,-571.0
3423.0,857.0
3453.0,-1000.0
3483.0,1000.0
3513.0,-428.0
3543.0,1000.0
3573.0,-1000.0
3603.0,571.0
3633.0,-1000.0
3663.0,856.0
