2915.0,-1000.0
2945.0,-571.0
2975.0,857.0
3005.0,-1000.0
3035.0,-571.0
3065.0,571.0
3095.0,-285.0
3125.0,-1000.0
3155.0,1000.0
3185.0,428.0
3215.0,-1000.0
3245.0,1000.0
3275.0,-571.0
3305.0,-428.0
3335.0,1000.0
3365.0,-285.0
3395.0,-1000.0
3425.0,571.0
3455.0,-714.0
3485.0,-1000.0
3515.0,1000.0
3545.0,-1000.0
3575.0,-428.0
3605.0,571.0
3635.0,-714.0
3665.0,-428.0
3695.0,571.0
3725.0,1000.0
3755.0,-1000.0
3785.0,-1000.0
3815.0,428.0
3845.0,-1000.0
3875.0,-142.0
3905.0,714.0
3935.0,-605.0
3965.0,-1000.0
3995.0,714.0
4025.0,0.0
4055.0,-428.0
4085.0,-1000.0
4115.0,1000.0
4145.0,571.0
4175.0,-1000.0
4205.0,-571.0
4235.0,-1000.0
4265.0,-1000.0
4295.0,-142.0
4325.0,428.0
4355.0,-882.0
4385.0,-1000.0
4415.0,857.0
4445.0,1000.0
4475.0,-23.0
4505.0,-1000.0
4535.0,285.0
4565.0,0.0
4595.0,-1000.0
4625.0,1000.0
4655.0,-571.0
4685.0,-1000.0
4715.0,714.0
4745.0,285.0
4775.0,-1000.0
4805.0,263.0
4835.0,-1000.0
4865.0,1000.0
4895.0,714.0
4925.0,-1000.0
4955.0,142.0
4985.0,-1000.0
5015.0,-1000.0
5045.0,-142.0
5075.0,428.0
5105.0,-1000.0
5135.0,0.0
5165.0,-142.0
5195.0,-1000.0
5225.0,1000.0
5255.0,42.0
5285.0,-571.0
5315.0,857.0
5345.0,-843.0
5375.0,-1000.0
5405.0,306.0
5435.0,-857.0
5465.0,-285.0
5495.0,571.0
5525.0,-847.0
5555.0,-857.0
5585.0,1000.0
5615.0,-571.0
5645.0,-902.0
5675.0,-571.0
5705.0,1000.0
5735.0,-428.0
5765.0,-428.0
5795.0,285.0
5825.0,-1000.0
5855.0,285.0
5885.0,-142.0
5915.0,-1000.0
5945.0,714.0
5975.0,-857.0
6005.0,-1000.0
6035.0,1000.0
6065.0,0.0
6095.0,-285.0
6125.0,285.0
6155.0,-571.0
6185.0,-1000.0
6215.0,285.0
6245.0,571.0
6275.0,-1000.0
6305.0,142.0
6335.0,285.0
6365.0,-1000.0
6395.0,142.0
6425.0,-1000.0
6455.0,0.0
6485.0,1000.0
6515.0,-571.0
6545.0,142.0
6575.0,857.0
6605.0,-1000.0
6635.0,285.0
6665.0,317.0
6695.0,-1000.0
6725.0,-428.0
6755.0,571.0
6785.0,-891.0
6815.0,-428.0
6845.0,1000.0
6875.0,-900.0
6905.0,1000.0
6935.0,142.0
6965.0,-1000.0
6995.0,569.0
7025.0,-1000.0
7055.0,-1000.0
7085.0,1000.0
7115.0,-428.0
7145.0,-857.0
7175.0,142.0
7205.0,260.0
7235.0,-1000.0
7265.0,571.0
7295.0,-857.0
7325.0,285.0
7355.0,1000.0
7385.0,-428.0
7415.0,-1000.0
7445.0,0.0
7475.0,-142.0
7505.0,-1000.0
7535.0,285.0
7565.0,142.0
7595.0,-1000.0
7625.0,0.0
7655.0,857.0
7685.0,-428.0
7715.0,1000.0
7745.0,-571.0
7775.0,-1000.0
7805.0,428.0
7835.0,-857.0
7865.0,-1000.0
7895.0,857.0
7925.0,-428.0
7955.0,-571.0
7985.0,-19.0
8015.0,142.0
8045.0,-857.0
8075.0,-285.0
8105.0,-1000.0
8135.0,1000.0
8165.0,285.0
8195.0,-428.0
8225.0,285.0
8255.0,-1000.0
8285.0,-1000.0
8315.0,571.0
8345.0,-428.0
8375.0,-1000.0
8405.0,714.0
8435.0,-857.0
8465.0,-857.0
8495.0,714.0
8525.0,857.0
8555.0,0.0
8585.0,-40.0
8615.0,-241.0
8645.0,0.0
8675.0,0.0
8705.0,0.0
8735.0,0.0
8765.0,0.0
8795.0,0.0
